# /Users/virpatel/projects/vanderbilt-summer-2014/computing_age/ProteinHistorian/age_enrichment_analysis.py -l /Users/virpatel/projects/vanderbilt-summer-2014/main_script/mirbase_method2_ages.txt /Users/virpatel/projects/vanderbilt-summer-2014/main_script/mirbase_method2_ages.txt /Users/virpatel/projects/vanderbilt-summer-2014/main_script/disease_mirnas/Azoospermia.txt 2015-01-18 21:09:19.818055
#
# AGE_LABEL_FILE = /Users/virpatel/projects/vanderbilt-summer-2014/main_script/mirbase_method2_ages.txt
# PHYLO_PROFILE_FILE = None
# POI1_NAME = Azoospermia
# POI2_NAME = Background
# OUTPUT_NAME = mirbase_method2_ages--Azoospermia--Background
# OUTPUT_DIR = results/enrichment/mirbase_method2_ages--Azoospermia--Background/
#
# MISSING_POI = error
# MULTI_CORRECT = False
# PLOT_TYPE = bar
# SCALE_X = False
#
#protein	age	label
hsa-mir-7-2	910.0	910.0
hsa-mir-19a	535.7	535.7
hsa-mir-520d	29.6	29.6
hsa-mir-17	535.7	535.7
hsa-mir-141	910.0	910.0
hsa-mir-383	361.2	361.2
hsa-mir-18a	535.7	535.7
hsa-mir-20a	535.7	535.7
hsa-mir-373	29.6	29.6
hsa-mir-372	97.4	97.4
hsa-mir-92a-2	910.0	910.0
hsa-mir-302a	361.2	361.2
hsa-mir-7-3	910.0	910.0
hsa-mir-7-1	910.0	910.0
hsa-mir-92a-1	910.0	910.0
hsa-mir-19b-2	535.7	535.7
hsa-mir-19b-1	535.7	535.7
hsa-mir-491	97.4	97.4
